asset.display_ipv4_address,asset.name,asset_id,definition.family,definition.id,definition.name,definition.vpr.score,finding_id,first_observed,last_seen,severity,state
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,115540,Cookie Without SameSite Flag Detected,2.9,6ee12c28-cdbe-5ca8-ab81-4cdd4cd999e0,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98063,Cookie Without HttpOnly Flag Detected,1.4,7038e135-d520-5f72-8f90-ba49feb32db9,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,114796,Content Security Policy Missing 'Report-To',2.15,70fcfbf9-8803-5241-81fc-286dc0e3094e,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,749b5741-d43c-56a2-a355-c3cc309867b3,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
89.117.7.156,www.shieldsec.com.br,bac88b2d-2e9a-4b49-8468-9af6be0a1e8a,Component Vulnerability,98230,PHP Unsupported Version,6.0,775b4292-b7aa-52d2-8f3c-00c0aaf58482,2026-06-05T19:00:14.988Z,2026-06-05T19:00:14.988Z,Critical,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,782d910e-7f79-507d-9fc0-dece36062aa6,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,79e86721-38e7-5fd6-8232-a620fdca2b54,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
20.190.173.64,enterpriseregistration.shieldsec.com.br,b1209bb6-3c68-417b-85b9-6e969db96a2f,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,7f57bd4a-c3d3-5da9-a4c3-580130f2805c,2026-06-05T19:00:15.565Z,2026-06-05T19:00:15.565Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,7f82a889-05f4-528e-ad36-77920837e0aa,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,83afb205-d9ab-5f41-966f-2c6cac8ed889,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,83d53db1-97e7-598d-a256-6436ed9e5b2a,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,83f13618-46b5-58f1-85ef-3ee7d4920fba,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,845d92a5-35fb-54d0-a900-ec1127062a12,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Medium,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,846d9630-f1d7-5a84-b3a8-35bb92fe8e88,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112554,Permissive Content Security Policy Detected,2.15,87432525-49c4-5d1e-8b09-d45fed8fdeae,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
